TickerStock;TickerETF;TickerFuture;TickerIndex;TickerFundMutual;TickerCurrency
KIN.BR;EUN9.DE;GSM5.AX;^NQDE1000LMT;GSM5.AX;TRYTHB=X
KGL.V;CRPH.L;R2:CEDO4T.SA;^NQKR1000LMKRW;R2:CEDO4T.SA;TRYAUD=X
JZR.V;UEQ1.F;R2:CELP5T.SA;E3X8350.L;R2:CELP5T.SA;TTDXDR=X
JMSB;RIT.TO;ENG6.AX;^NQEMASIA3500JPY;ENG6.AX;TWDQAR=X
JBSS3.SA;^INDY;GQP7.AX;^NQUSB3530AUD;GQP7.AX;TRYEGP=X
JAX.V;BUND.DE;XDC5.AX;^DJBTRT;XDC5.AX;THBPKR=X
J36.SI;IAT.MX;IB17G.AX;^NQEMEA1700LMT;IB17G.AX;THBSEK=X
IVOB;O084.L;IBSZ5.AX;^BCOMRB1;IBSZ5.AX;TNDKWD=X
ITH.TO;3DES.MI;SCJ1530-C.BO;^E1BSC;SCJ1530-C.BO;THBNOK=X
INT.V;3TYS.MI;R2:XBOV11T.SA;^BW-AQ.YI;R2:XBOV11T.SA;TRYISK=X
INN-UN.TO;VISO_GTM_1740.ST;IB17J.AX;^NQUSL2791AUDT;IB17J.AX;TRYJOD=X
INM.V;45SY.L;R2:MAPT4T.SA;^CMLVER;R2:MAPT4T.SA;TRYHKD=X
INDOY;SYBM.F;RS16Z.AX;^NQEURO1700N;RS16Z.AX;THBKES=X
IMV.TO;^SYBL;NBK1528-C.BO;^CTHOPI6M;NBK1528-C.BO;THBJOD=X
IMM.V;183700.KS;GST7.AX;^NQLA3500LMN;GST7.AX;THBLKR=X
IMBBY;38JV.L;GVC9.AX;^NQASPA8300LMAUD;GVC9.AX;TNDKES=X
IGX.V;GOVY.MI;NBH1526-C.BO;^NQBR8000LMEURT;NBH1526-C.BO;TNDSGD=X
IDRAW;XHC.TO;GS18Z.AX;BFSK.Z;GS18Z.AX;TTDUSD=X
IDM.TO;HMP-A.TO;RST5.AX;^NQUSB8773N;RST5.AX;TWDZAR=X
IDBI.NS;UWTI;GV19M.AX;^NQUSB8600GBPN;GV19M.AX;29134360=X
ICTV;OIL;IBC6.AX;^FBM-IV;IBC6.AX;TRYMYR=X
ICP.TO;FXI;69672986.EX;^NQBRGBPT;69672986.EX;TRYCLP=X
IBBI;DWTI;GLZ1531-C.BO;^NQUSB3700JPYN;GLZ1531-C.BO;TNDINR=X
IBAB.BR;XLV;R2:CELP6T.SA;^NQUSB8671CADN;R2:CELP6T.SA;TTDEUR=X
HXBM;RHS;STM1525-C.BO;^CTNGPI;STM1525-C.BO;TRYCZK=X
HVG.V;XLP;GSM7.AX;^BCOMRPET;GSM7.AX;TRYIDR=X
HTR.V;IVV;GVM7.AX;^NQUSS5373EURT;GVM7.AX;TWDPHP=X
HSX.L;XLY;GS18M.AX;^NQUSB2727CADT;GS18M.AX;TRY=X
HSRPP;MCHI;GVP7.AX;^NQUSB0570AUDN;GVP7.AX;THBBHD=X
HSNGY;FXE;CCLKZA-A;14211025.SG;CCLKZA-A;THBCZK=X
HPY.V;VHT;IBV6.AX;^NQUSB5330;IBV6.AX;THBHUF=X
HONT;REM;R2:RLOG3T.SA;^NQBR4000BRLT;R2:RLOG3T.SA;THBUYU=X
HMX.V;IJR;ESE6.AX;^BKCDMT;ESE6.AX;TOPGBP=X
HLNG.OL;FXY;ESF5.AX;^NQBRIC6000LMCADN;ESF5.AX;TNDMUR=X
HLAN;DBC;YOM5.AX;IBBEM.NX;YOM5.AX;TNDGBP=X
HKBT;HACK;RSM7.AX;^NQUSL1000GBPT;RSM7.AX;TRYTND=X
HIBE;ITB;IB17F.AX;^NQUSB2793JPYN;IB17F.AX;TWDPKR=X
HER.TO;CORN;DLV1529-C.BO;^NQFI1000GBP;DLV1529-C.BO;TRYNZD=X
HBKA;VDC;CKK1528-C.BO;BTHV.Z;CKK1528-C.BO;TRYRUB=X
HBANO;EWY;XDU5.AX;^NQEMEU1000GBPN;XDU5.AX;THBLVL=X
GXE.TO;DTO;EVE6.AX;^NQUSB8671JPYN;EVE6.AX;TRYPHP=X
GRT-UN.TO;FXP;ENZ5.AX;^BUNGDE3T;ENZ5.AX;TNDNOK=X
GRRB;THD;CNF16-2.SI;^CTGCER3Y;CNF16-2.SI;TNDKRW=X
GPH.V;CEFL;CH1FK6.EX;^NQEM1000GBPN;CH1FK6.EX;TND=X
GPDB;EWW;CNM15-C.SI;^NQUSB5300CAD;CNM15-C.SI;29134358=X
GOGC;REZ;ENK5.AX;^NQUSB9570EUR;ENK5.AX;TNDCHF=X
GLPG.BR;ICF;XT16M.AX;^CTLPTR6M;XT16M.AX;TJS=X
GGA.TO;EWI;NBM1525-C.BO;^CMENPI1Y;NBM1525-C.BO;TWDCAD=X
GFM.L;IJH;ESV5.AX;^CTNGPI6M;ESV5.AX;TWDEGP=X
GEO.TO;GSG;ESF6.AX;^NQEMMEA3500AUD;ESF6.AX;TNDHKD=X
GEF-B;EWP;RQT9.AX;^NQUSB2730CAD;RQT9.AX;THBMAD=X
GDI.TO;SEA;YTSM5.AX;^NQBRIC4000EUR;YTSM5.AX;TWDTND=X
GCM.TO;KWEB;GVP8.AX;^NQEMEA8300CADT;GVP8.AX;TNDEUR=X
TO;INCO;IBD6.AX;^NQUSB7570EURN;IBD6.AX;TWDDKK=X
GBT.TO;ZROZ;CIG1625-C.BO;^NQBRLMAUD;CIG1625-C.BO;TWDOMR=X
GBLB.BR;RJI;GN16U.AX;^NQCA1000LMJPYN;GN16U.AX;TOPCHF=X
GBB.V;EWL;GVC7.AX;^NQUSB7577;GVC7.AX;THBARS=X
FSZ.TO;EWC;STH1631-C.BO;^BKDEMT;STH1631-C.BO;TRYSEK=X
FSW.V;CGW;XDC6.AX;^NQDM1700T;XDC6.AX;TWDCHF=X
FSV.TO;VCR;R2:CTAX4T.SA;^NQEMMEA8300AUD;R2:CTAX4T.SA;TNDCNY=X
FSRX;GCC;EOF0.AX;^XTLLCT;EOF0.AX;TNDPLN=X
FRU.TO;FXC;NTU1524-C.BO;^NQEM8300GBPT;NTU1524-C.BO;THBCNY=X
FRTR;USCI;R2:CCXC3T.SA;^NQEM1700N;R2:CCXC3T.SA;TWDRUB=X
FOR.TO;SLY;CIQ1527-C.BO;^NQUSB6530GBP;CIQ1527-C.BO;TNDUSD=X
FNV.TO;RJN;IBG6.AX;WIXUSAS8350.FGI;IBG6.AX;THBSAR=X
FNRN;IYK;IBR6.AX;^CTGCPI2Y;IBR6.AX;THBCLP=X
FMBL;HDV;GSU8.AX;^NQUSB8980GBP;GSU8.AX;TRYHUF=X
FMBJ;CYB;CNG15-2.SI;^NQUSB8779AUDT;CNG15-2.SI;TWDTHB=X
FINW;CVOL;GLQ1527-C.BO;000003.SS;GLQ1527-C.BO;THBMUR=X
FCREY;CNXT;RQT6.AX;^NQUSB2795N;RQT6.AX;TWDSEK=X
FCNH;XHE;GK17M.AX;^NQUSM2353CAD;GK17M.AX;THBXDR=X
FCEPP;RXI;R2:ESTC3T.SA;^NQUSL3530GBPT;R2:ESTC3T.SA;TRYQAR=X
FCBK;KOL;IBM6.AX;^YHOH746;IBM6.AX;TWDCZK=X
FCBI;IXUS;R2:DIVO11T.SA;^BWTR-SA.YI;R2:DIVO11T.SA;THBPEN=X
FBU.AX;FXS;IBB6.AX;^NQUSS2791CADT;IBB6.AX;TRYMUR=X
FBPRN;ENY;CGMFG6.EX;^NQLA3500LMCADT;CGMFG6.EX;TRYSGD=X
FBBN;DAX;YTC6.AX;^DJBDV10E;YTC6.AX;THBMYR=X
FAR.TO;SLYV;EST5.AX;^DJBCME;EST5.AX;THBINR=X
F10.SI;RWJ;GVU7.AX;^NQBRICLMT;GVU7.AX;TOPUSD=X
EVS.BR;PSL;GV16H.AX;^NQDM3500LMJPYT;GV16H.AX;TWDJPY=X
EVGBC;PCEF;YOZ5.AX;^NQEMASIA1700EUR;YOZ5.AX;TWDMUR=X
EURN.BR;MDYG;RS17Z.AX;WIBEL.FGI;RS17Z.AX;TRYPLN=X
ETINY;IYC;RV16Z.AX;^DJBWRE;RV16Z.AX;THBILS=X
ESU.V;ENZL;GSP7.AX;^CMXLER;GSP7.AX;TNDJPY=X
ESP.TO;ECH;LGG1625-C.BO;^CTWCPI1Y;LGG1625-C.BO;TWDTRY=X
ESN.TO;CRUD;LGH1526-C.BO;^NQUSB5371JPYN;LGH1526-C.BO;TNDTRY=X
ERM.TO;CRBQ;R2:CREM3T.SA;^NQUSB2717GBP;R2:CREM3T.SA;TRYMXN=X
ENUM;CNY;RNG1526-C.BO;^NQUSB8674CAD;RNG1526-C.BO;TWDINR=X
ENTB;CANE;EQZ5.AX;WHDP.DE;EQZ5.AX;THBUSD=X
ENL.TO;YXI;EO18F.AX;^NQBR3000LMCADT;EO18F.AX;TNDQAR=X
ENA.V;UGE;IB16U.AX;^CMARTR2Y;IB16U.AX;THBZAR=X
EN.PA;TAO;IBN5.AX;^NQUSB5000N;IBN5.AX;TNDOMR=X
EMALF;ROOF;GVP5.AX;^NQUSB1000GBP;GVP5.AX;TRYSAR=X
ELS.V;PHB;GN17U.AX;^NQBRIC9000LMAUDT;GN17U.AX;TWDEUR=X
ELN.V;MGK;ENL5.AX;^NQDM8300EUR;ENL5.AX;TWDPLN=X
EESI;ITOT;YDI5.AX;^NQG8300JPYT;YDI5.AX;THBTND=X
ECO.TO;FNDE;CNX15-C.SI;^BCOMGB;CNX15-C.SI;TOP=X
DVN.V;CVY;IBS6.AX;TWTBI.TWO;IBS6.AX;TRYLTL=X
DTEX3.SA;CHIX;R2:CVCB3T.SA;^BUSODFT;R2:CVCB3T.SA;TJSCHF=X
DSR.V;SCC;EVQ5.AX;^NQUSB8500GBPN;EVQ5.AX;THBJPY=X
DS.TO;RXL;GQ16U.AX;^IXIC;GQ16U.AX;TTDDKK=X
DPM.TO;OLO;CNAFU6.EX;^JKSE;CNAFU6.EX;TWDLVL=X
DNA.TO;MGC;CAJGH6.EX;000001.SS;CAJGH6.EX;THBHKD=X
DIV.TO;HEWG;R2:CYRE3T.SA;^SSMI;R2:CYRE3T.SA;TWDNOK=X
DIE.BR;GVAL;RN18M.AX;^NYA;RN18M.AX;TZSINR=X
DEN.TO;GSC;GN19M.AX;^MID;GN19M.AX;TRYKRW=X
DEMBF;FHLC;GVT6.AX;^MDAXI;GVT6.AX;THB=X
CXGP;ERUS;RNV1529-C.BO;^IPSA;RNV1529-C.BO;TNDMXN=X
CUS.TO;EMDI;GVZ5.AX;^CCSI;GVZ5.AX;THBGBP=X
CU-X.TO;EFNL;LGJ1530-C.BO;^OMXC20;LGJ1530-C.BO;TNDMAD=X
CTX.TO;DDWM;GS16H.AX;^IXHC;GS16H.AX;ZWL=X
CTPNF;CSM;EO19F.AX;^HSCE;EO19F.AX;XOF=X
CTBK;CEZ;ENJ6.AX;^RCMP;ENJ6.AX;XCD=X
CSHX;XPP;R2:CSMG3T.SA;^IXCO;R2:CSMG3T.SA;VND=X
CSCGY;STK;CSFFH6.EX;^NQGM;CSFFH6.EX;UZS=X
CRR-UN.TO;SMK;EV16K.AX;^NQDMXGBLMJPYN;EV16K.AX;UYUBRL=X
CRN.TO;SLYG;RSZ5.AX;^HXC;RSZ5.AX;UYUBOB=X
CPLE6.SA;SCIN;R2:PARC3T.SA;399001.SZ;R2:PARC3T.SA;UGXXOF=X
CPFE3.SA;RCD;RQ17Z.AX;^VXN;RQ17Z.AX;UAHUSD=X
CPBO;QQQC;ESZ5.AX;^OVX;ESZ5.AX;UYUGBP=X
COFB.BR;MGV;GV18Z.AX;^NQGS;GV18Z.AX;UGXANG=X
CNU.TO;IPAC;CHQ1527-C.BO;^NQDMXJPLMJPYN;CHQ1527-C.BO;UAH=X
CMH.TO;IEUR;GQ19H.AX;^DJICA;GQ19H.AX;UGXTND=X
CLH.V;IBDD;CLRQRE-A;^XCQ;CLRQRE-A;UGXBMD=X
CLDB;HFEZ;GVT7.AX;^RVX;GVT7.AX;UGXDKK=X
CKE.TO;HEWJ;ESI5.AX;^NQG4000LMN;ESI5.AX;UGXIDR=X
CJT.TO;GXG;RVZ5.AX;^NQDMXKRSCGBP;RVZ5.AX;UGXISK=X
CIQ-UN.TO;GRI;GNP7.AX;^NQDMXJPLMEURT;GNP7.AX;UYUVEF=X
CIO.V;GCE;C:AU9902.TWO;^NQDMXGBLMGBP;C:AU9902.TWO;UGXBRL=X
CIG.TO;EWX;GNC9.AX;^NQDM5000LMN;GNC9.AX;UGXZWL=X
CICHY;EPOL;STZ1531-C.BO;^NQDM5000LMEUR;STZ1531-C.BO;UYUMXN=X
CHK-PD;ENOR;EQA6.AX;^HSCC;EQA6.AX;ZAR=X
CHBJF;CZA;GVU8.AX;OSE30GI.OL;GVU8.AX;UGXCNH=X
CDNL;CSMB;YTZ5.AX;ITMC.MI;YTZ5.AX;UGXHKD=X
PCL;CSD;CMZ1531-C.BO;CSI300-HKG.SS;CMZ1531-C.BO;ZMK=X
FITX;CPER;RNZ5.AX;CES100.HK;RNZ5.AX;UGXTHB=X
F;VIXH;SCK1528-C.BO;000300.SS;SCK1528-C.BO;UGXZMW=X
GE;TRND;ENX5.AX;^XDC;ENX5.AX;UGXRSD=X
XON;PXSC;EQT5.AX;^XCMP;EQT5.AX;UYUCLP=X
MSFT;PTM;RST7.AX;^W4500;RST7.AX;UGXMYR=X
XOM;PGJ;CMX1526-C.BO;^VXV;CMX1526-C.BO;UAHGBP=X
INTC;PCK;CNV15-3.SI;^VXO;CNV15-3.SI;29134365=X
VZ;PBW;GQZ6.AX;^VXGOG;GQZ6.AX;UGXJPY=X
C;MDD;C2FRZ6.EX;^VVIX;C2FRZ6.EX;UGXLKR=X
DIS;IBDH;GVH7.AX;^SPTSECP;GVH7.AX;UYUCOP=X
KO;IBDC;67335678.EX;^SPSUPX;67335678.EX;UYUPEN=X
JPM;IBCC;GV17H.AX;^SPGSCLP;GV17H.AX;UGXINR=X
CSCO;HEZU;EVK6.AX;^SP600-2010;EVK6.AX;UGXNZD=X
PG;HAO;CNHI6B.MDD;^SP500-35;CNHI6B.MDD;UGXZAR=X
WFC;FXF;GSC9.AX;^SP1500-253010;GSC9.AX;UGXEGP=X
GM;FXCH;CDIGG6.EX;^QGRD;CDIGG6.EX;UYUUSD=X
MCD;FNDX;R2:CRPG5T.SA;^QCRD;R2:CRPG5T.SA;UGXSGD=X
CMCSA;FCHI;GN19U.AX;^PUT;GN19U.AX;UYUCHF=X
S;DEE;DLX1526-C.BO;^OMXSSCGI;DLX1526-C.BO;UGXKYD=X
CAT;CPI;GVC5.AX;^OMXNSCDKKGI;GVC5.AX;ZMW=X
TGT;CNPF;ESG5.AX;^NQUSSV;ESG5.AX;UGXTWD=X
CVX;CEW;YTH6.AX;^NQUSS1771N;YTH6.AX;UGXTOP=X
SBUX;XHS;CHG1526-C.BO;^NQUSMV;CHG1526-C.BO;UGXCZK=X
CHK;UMX;CSGHM6.EX;^NQUSMLTCVN;CSGHM6.EX;29134364=X
MRK;UCC;GNH7.AX;^NQUSLV;GNH7.AX;UAHEUR=X
CMG;SYE;CCLKZP-A;^NQUSL9572T;CCLKZP-A;UAHCHF=X
UTX;RXD;GK18U.AX;^NQUSBLMJPYT;GK18U.AX;UGXMXN=X
ORCL;QCAN;NTH1526-C.BO;^NQUSBLMJPY;NTH1526-C.BO;UGXNOK=X
MMM;PZI;CR5IM6.EX;^NQUSBLMGBPN;CR5IM6.EX;UGXHUF=X
COP;PFIG;GST9.AX;^NQUSBLM;GST9.AX;UGXARS=X
EMC;KXI;RQ16Z.AX;^NQUSB9537LMGBPN;RQ16Z.AX;29134363=X
DE;KCE;LGX1526-C.BO;^NQUSB9530LMAUD;LGX1526-C.BO;UGXBWP=X
UNP;JHMM;GNU6.AX;^NQUSB9530LM;GNU6.AX;UGXOMR=X
CRM;IPS;IBSH5.AX;^NQUSB9000LMCAD;IBSH5.AX;VUV=X
COST;ICI;LGQ1527-C.BO;^NQUSB8600LMGBPN;LGQ1527-C.BO;UGXGHS=X
LOW;HEUV;R2:GPAR3T.SA;^NQUSB8000LMCADT;R2:GPAR3T.SA;UGXRON=X
CVS;HEFV;OIJ1628-C.BO;^NQUSB5700LMAUD;OIJ1628-C.BO;UYUPYG=X
LMT;GWX;R2:CEED3T.SA;^NQUSB5500LMN;R2:CEED3T.SA;XDR=X
SO;GVT;65210665.EX;^NQUSB2790LMJPY;65210665.EX;UGXPKR=X
HAL;FXSG;CKM1525-C.BO;^NQUSB2790LMCADT;CKM1525-C.BO;USD=X
JCP;FTGC;CKH1526-C.BO;^NQUSB2753LMJPYN;CKH1526-C.BO;UGXMWK=X
EMR;FSTA;GSH5.AX;^NQUSB2753LMGBPN;GSH5.AX;YER=X
ED;FNDC;GLX1526-C.BO;^NQUSB2753LMEURT;GLX1526-C.BO;UGXBDT=X
CATM;EIS;GLG1526-C.BO;^NQUSB2700LMEUR;GLG1526-C.BO;UYUTHB=X
X;EEH;CK1528-C.BO;^NQUSB2300LMEUR;CK1528-C.BO;WST=X
DOW;ECON;CF1628-C.BO;^NQUSB2000LMCADN;CF1628-C.BO;UGXBGN=X
LNKD;DPU;RN17Z.AX;^NQUSB0001LMGBPN;RN17Z.AX;XPF=X
NVDA;COPX;CMG1625-C.BO;^NQUS500LCV;CMG1625-C.BO;UGXWST=X
FDX;CHIM;IB16H.AX;^NQRULMEURN;IB16H.AX;29134366=X
CL;CHII;NBX1526-C.BO;^NQRU0001LMRUBT;NBX1526-C.BO;UGXVND=X
SNE;CCX;EVJ5.AX;^NQPLLMEURT;EVJ5.AX;UGXKRW=X
TM;UK;GQZ5.AX;^NQNOLMEURN;GQZ5.AX;UGXKES=X
STT;UBG;EVT5.AX;^NQNOLM;EVT5.AX;UGXMUR=X
MOS;TLDH;RN19M.AX;^NQNLLMGBPN;RN19M.AX;UGXCOP=X
TRV;RWL;RSZ8.AX;^NQNLLMEURT;RSZ8.AX;UGXSBD=X
KMB;PZD;GQM7.AX;^NQMEALM;GQM7.AX;UGXTZS=X
FTR;PWB;GQT5.AX;^NQMEA8500LM;GQT5.AX;29134361=X
CELG;PBD;RNG1625-C.BO;^NQMALM;RNG1625-C.BO;UGXNGN=X
SNDK;MLTI;ENU5.AX;^NQIT8000LMGBPN;ENU5.AX;UAHCZK=X
GD;JHML;RQM6.AX;^NQGXGBLMCADT;RQM6.AX;UGXCLP=X
SCTY;IGS;CMK1626-C.BO;^NQG7000LMAUD;CMK1626-C.BO;UGXPHP=X
MON;IEMG;CONHM6.EX;^NQG2300LMGBPT;CONHM6.EX;UGXRWF=X
EXC;ICOL;RN16Z.AX;^NQG1300LM;RN16Z.AX;UGXRUB=X
DUK;IBDN;CMH1631-C.BO;^NQG0001LMCADT;CMH1631-C.BO;UGXTRY=X
UAL;IBDK;CIH1631-C.BO;^NQFR9000LMT;CIH1631-C.BO;UGXILS=X
NOK;IBDJ;CMN1530-C.BO;^NQEUXGBLMGBPN;CMN1530-C.BO;UGX=X
KSS;IBDB;IBN6.AX;^NQEUXGBLMEUR;IBN6.AX;UYUEUR=X
MRO;IBCD;GVP9.AX;^NQEURO4000LMAUDN;GVP9.AX;UGXKZT=X
HPE;HSPX;IBSJ5.AX;^NQEULMGBP;IBSJ5.AX;UYU=X
ETFC;HSCZ;R2:COCE5T.SA;^NQEU7000LMGBP;R2:COCE5T.SA;UGXAUD=X
RTN;HEWC;ES16J.AX;^NQEMEA3000LMCADN;ES16J.AX;UGXNAD=X
VLO;HEUS;CNZ16-3.SI;^NQEM5000LMJPY;CNZ16-3.SI;UYUARS=X
SYMC;HEEM;CARGM6.EX;^NQEM4000N;CARGM6.EX;VEF=X
DVN;FXJP;YTSH5.AX;^NQEM4000LMEUR;YTSH5.AX;XAF=X
DISH;FNDF;IBF7.AX;^NQEM4000LMAUDT;IBF7.AX;UGXFJD=X
CERN;FIEU;ES16M.AX;^NQDMXUSSCGBP;ES16M.AX;UGXAFN=X
STX;FDIS;GK17Z.AX;^NQDMXJPLMGBP;GK17Z.AX;VUVUYU=X
ESRX;FCVT;RQI9.AX;^NQDMXGBLMT;RQI9.AX;VUVBOB=X
OXY;EIRL;YDC6.AX;^NQDMXGBLMN;YDC6.AX;VNDJPY=X
CSX;EDEN;CZ1531-C.BO;^NQDMXGBLMJPY;CZ1531-C.BO;VEFUSD=X
MPC;DBV;END5.AX;^NQDMXGBLMGBPN;END5.AX;VEFARS=X
CTSH;CUT;GNZ7.AX;^NQDMEU5000LMJPY;GNZ7.AX;VUVMAD=X
KR;CSLS;RNI7.AX;^NQDMEU4000LMJPYN;RNI7.AX;VEFPEN=X
LVS;COLX;EQL5.AX;^NQDM8600LMCAD;EQL5.AX;VUVEGP=X
LRCX;CNDA;CBALON-A;^NQDM8600LMAUD;CBALON-A;VEFMXN=X
CBS;CNCR;GS19Z.AX;^NQDM8000LMJPYN;GS19Z.AX;29134369=X
WY;CMDT;R2:CCHI4T.SA;^NQDM8000LMGBPT;R2:CCHI4T.SA;VEFXDR=X
WHR;CMBS;GVZ7.AX;^NQDM8000LMEURT;GVZ7.AX;VUVCHF=X
CA;CHEP;R2:CAMB4T.SA;^NQDM8000LMEURN;R2:CAMB4T.SA;VEFCHF=X
SHLD;USV;ESC6.AX;^NQDM8000LMEUR;ESC6.AX;VUVZAR=X
FAST;UCI;ESH6.AX;^NQDM8000LMCAD;ESH6.AX;VUVCLP=X
TWC;UBN;RNZ8.AX;^NQDM5000LMJPYN;RNZ8.AX;VEFCAD=X
O;TRSK;IBA7.AX;^NQDM5000LMCADN;IBA7.AX;VUVCOP=X
IP;SZK;GVU5.AX;^NQDM5000LMAUD;GVU5.AX;VEFCLP=X
PPL;SMEZ;EVB6.AX;^NQDM4000LMAUDT;EVB6.AX;VEFBRL=X
MCO;RWG;GQT9.AX;^NQDM3000LMEUR;GQT9.AX;VEFBOB=X
GME;RTL;RSI7.AX;^NQDM3000LMCADN;RSI7.AX;VEFPYG=X
CTL;PMNA;IBI5.AX;^NQDM1300LMT;IBI5.AX;VNDKRW=X
HMC;PEZ;GNI9.AX;^NQDELMCADN;GNI9.AX;VEFCOP=X
EL;MDYV;CNU16-3.SI;^NQDE2000LMN;CNU16-3.SI;VUVEUR=X
DDD;LSC;C3RIZ6.EX;^NQDE2000LM;C3RIZ6.EX;VUVUSD=X
COF;IOIL;DLZ1531-C.BO;^NQCHLMCHF;DLZ1531-C.BO;29134371=X
POT;IEFA;CNX15-2.SI;^NQCH4000LM;CNX15-2.SI;VUVVEF=X
GLW;IBDO;IBSG6.AX;^NQCAPSTT;IBSG6.AX;VUVGBP=X
CF;IBCE;60441635.EX;^NQCALMGBPT;60441635.EX;VUVILS=X
NEM;HREX;ESH5.AX;^NQCALMCAD;ESH5.AX;29134368=X
WDC;HEWL;ENB6.AX;^NQCA8000LMJPYN;ENB6.AX;VUVNGN=X
GT;HEFA;YDM5.AX;^NQCA8000LMAUD;YDM5.AX;VUVARS=X
KLAC;GXC;GN16Z.AX;^NQCA2000LMCADT;GN16Z.AX;VUVMUR=X
XRX;FUD;GNZ8.AX;^NQCA0001LMCADT;GNZ8.AX;VUVJOD=X
DANG;FNI;CBKHM6.EX;^MSCISV;CBKHM6.EX;VUVZWL=X
CB;EMEY;R2:CPRE3T.SA;^MS190;R2:CPRE3T.SA;VEFTHB=X
CALM;ECNS;STU1524-C.BO;^MLOC;STU1524-C.BO;VUVPEN=X
SHW;DYY;IBSK6.AX;^JKPROP;IBSK6.AX;VUVSAR=X
RF;DXJC;ESU5.AX;^HXCX;ESU5.AX;VUVMXN=X
NOC;DDLS;LGG1526-C.BO;^GSPTTUT;LGG1526-C.BO;VUVBMD=X
JCI;DDBI;NTK1626-C.BO;^GRNFCEXUSX;NTK1626-C.BO;VEFEUR=X
CTXS;CSMN;GQ18U.AX;^EVZ;GQ18U.AX;VUVCAD=X
CLX;CQQQ;XTI6.AX;^EUVIX;XTI6.AX;VUVBRL=X
WMB;CNTR;CNH16-C.SI;^DJUSCH;CNH16-C.SI;VEFGBP=X
LLTC;CHIQ;R2:FBMC3T.SA;^DJCIT;R2:FBMC3T.SA;29134370=X
CAH;CCXE;R2:BBDC3T.SA;^DJCI;R2:BBDC3T.SA;VUVAED=X
NSC;XMPT;GSZ9.AX;^CXV;GSZ9.AX;VEFUYU=X
TSO;UDBI;DLK1626-C.BO;^CX1000PI;DLK1626-C.BO;WSTEUR=X
SYY;UBM;RVM8.AX;^CRSPTM1;RVM8.AX;WSTUSD=X
CME;TRNM;GV18H.AX;^CNX100;GV18H.AX;WSTGBP=X
CIEN;TONS;NTH1631-C.BO;^CM100;NTH1631-C.BO;WSTCHF=X
CHKP;TLEH;EVN5.AX;^CEXX;EVN5.AX;ZARUSD=X
VFC;SYLD;RV19M.AX;^CEX;RV19M.AX;XOFGHS=X
SCCO;SPXV;GN19H.AX;^CELS;GN19H.AX;XDRGBP=X
K;SPXH;EVM6.AX;^CDAXX;EVM6.AX;XCDEUR=X
HRL;RWK;R2:PRBC4T.SA;TCJPP.Z;R2:PRBC4T.SA;29134372=X
CSIQ;RPX;CPBKMQ-A;SXXH.Z;CPBKMQ-A;XAFDKK=X
CMCT;PXMC;C2NAZ7.EX;SXXC.Z;C2NAZ7.EX;XDRUSD=X
GERN;PWV;EQN5.AX;SXRP.Z;EQN5.AX;XPFEUR=X
SYK;PUTW;RQ19Z.AX;SXLVB5K.Z;RQ19Z.AX;XPFCAD=X
RRC;MLPO;SCV1529-C.BO;SXA87L.Z;SCV1529-C.BO;XPFUSD=X
CPB;KCNY;R2:LIXC4T.SA;SMCIX.SW;R2:LIXC4T.SA;ZARCHF=X
SLW;JSC;CR5IH6.EX;S59EGY.SW;CR5IH6.EX;XCDUSD=X
DG;JHMS;STX1526-C.BO;S3000GT.Z;STX1526-C.BO;ZAREUR=X
SSW;JHMC;YDH5.AX;S24C85DA.Z;YDH5.AX;XDRDKK=X
DRAD;IUSV;CKG1625-C.BO;Q6P.Z;CKG1625-C.BO;XPFCHF=X
CSII;IUSG;NBG1625-C.BO;Q00Q.Z;NBG1625-C.BO;XDRNOK=X
SINA;IGU;62757771.EX;PIQY.Z;62757771.EX;XPFGBP=X
MNKD;IBDQ;EQB6.AX;PEFINDO25.JK;EQB6.AX;XCDCAD=X
FOXA;IBDP;GQ16M.AX;NINR.Z;GQ16M.AX;XOFDKK=X
CMI;IBDM;IBSH7.AX;NBSL.Z;IBSH7.AX;XCDCHF=X
CCL;IBDF;RSM8.AX;ITSC.MI;RSM8.AX;XDREUR=X
MKC;IBDA;GQ19Z.AX;FSTC.SI;GQ19Z.AX;XCDDKK=X
KHC;HEWU;CCVKRA-A;FRCG.PA;CCVKRA-A;XCDGBP=X
NYT;HEWI;GLJ1628-C.BO;ENERGY.BO;GLJ1628-C.BO;YERTHB=X
EW;HEMV;IBF5.AX;EETML.Z;IBF5.AX;ZARTWD=X
CI;FYLD;RN19Z.AX;CN2610.SZ;RN19Z.AX;ZARRSD=X
CAG;FXEU;GK16Z.AX;899H.Z;GK16Z.AX;ZARMUR=X
WB;FNDA;RVI8.AX;399384.SZ;RVI8.AX;ZARLSL=X
VMC;EDBI;R2:CSMO11T.SA;399230.SZ;R2:CSMO11T.SA;ZARHRK=X
NWSA;DGRO;CNAFH6.EX;000905.SS;CNAFH6.EX;ZARKRW=X
COH;DDP;IBC5.AX;CS3L.NX;IBC5.AX;ZARMWK=X
CLF;DDEZ;ENC6.AX;ICSJP.PA;ENC6.AX;ZARPLN=X
NUE;CHXX;RVM7.AX;^NQMEA5000JPY;RVM7.AX;ZARAOA=X
CHRW;CHIE;STQ1527-C.BO;^NQUSS2753EURN;STQ1527-C.BO;ZMWCAD=X
